Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
90-49,1094,2,2,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.13,-75.36,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-51,1014,1,1,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.14,-74.97,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-54,1031,10,10,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.18,-75.14,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-56,1031,3,3,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.14,-75.16,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-59,1095,5,5,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.25,-75.21,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-60,1083,3,3,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44,-75,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-64,1076,6,6,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44,-75,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-67,1038,4,4,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.5,-74.99,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-68,1050,8,8,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44,-75,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
D1,1135,2,2,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44,-75,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
D2,1130,4,4,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44,-75,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
CR-12A4,1021.5,3.9,3.9,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,cpx-sph-plag-amph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
CR-12A4,1021.4,2.2,2.2,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,cpx-sph-plag-amph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DH2-7,1021.9,2.3,2.3,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,amph-plag-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DH2-7,1018.4,2.4,2.4,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,amph-plag-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
CR-7A4,1031.7,4,4,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,plag-amph-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
CR-7A4,1023.5,2.2,2.2,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,plag-amph-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DS98-56,1087.3,11.9,11.9,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DH2-6a,1016.4,2.4,2.4,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,amph-plag-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DH2-6a,1016.6,2.5,2.5,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,amph-plag-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
SE98-17,1079.2,3.2,3.2,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
EA1,975.7,3.1,3.1,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.37,-75.17,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,plag-amph-scap-sph-bt,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
EA1,972.9,3.2,3.2,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.37,-75.17,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,plag-amph-scap-sph-bt,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
BM98-60,1184,10.1,10.1,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
BM98-60,1156.4,2.8,2.8,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
BK98-55,987.3,2.5,2.5,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
BK98-55,1000.6,2.4,2.4,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
SE98-17,1079.2,3.2,3.2,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
