Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
89-06/2,1044,4,4,U/Pb,Metamorphic,skarn,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,Central Metasedimentary Belt,Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
GO4b,1044,1,1,U/Pb,Metamorphic,marble mylonite,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,"Central Metasedimentary Belt, Bancroft Terrane",Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
89-18/1,1042,4,4,U/Pb,Metamorphic,marble,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,Central Metasedimentary Belt,Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
89-18/2,1043,6,6,U/Pb,Metamorphic,marble,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,Central Metasedimentary Belt,Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
ZR.15,1041,3,3,U/Pb,Metamorphic,pegmatite,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,Central Metasedimentary Belt,Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
REN-28,1041,2,2,U/Pb,Metamorphic,pelite,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,"Central Metasedimentary Belt, Bancroft Terrane",Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
90-45,1034,3,3,U/Pb,Metamorphic,marble mylonite,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,"Central Metasedimentary Belt, Bancroft Terrane",Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
90-45,1032,2,2,U/Pb,Metamorphic,marble,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,"Central Metasedimentary Belt, Bancroft Terrane",Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
90-47,1033,2,2,U/Pb,Metamorphic,calc-silicate gneiss,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,"Central Metasedimentary Belt, Elzevir Terrane",Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
90-88,1024,2,2,U/Pb,Metamorphic,amphibolite,Titanite,TIMS,Direct,Grenville Province,ON,,,Central Metasedimentary Belt,Central Metasedimentary Belt,Metamorphic,,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1991). Synorogenic collapse: A perspective from the middle crust, the Proterozoic Grenville Orogen. Science, 254(5032), 695-698."
