Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
ACP/3,1048,2,2,U/Pb,Metamorphic,pegmatite,Titanite,TIMS,Direct,Grenville Province,ON,45.31558,-77.36248,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Plutonic,pegmatite,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-48,1050,2,2,U/Pb,Metamorphic,calc-silicate schist,Titanite,TIMS,Direct,Grenville Province,ON,44.63041,-78.38389,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Metamorphic,calc-silicate schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
89-05,1060,3,3,U/Pb,Metamorphic,syenite,Titanite,TIMS,Direct,Grenville Province,ON,45.06603,-77.84502,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Plutonic,syenite,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-46,1061,2,2,U/Pb,Metamorphic,calc-silicate schist,Titanite,TIMS,Direct,Grenville Province,ON,44.81941,-78.38168,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Metamorphic,calc-silicate schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
XX,1064,6,6,U/Pb,Metamorphic,pegmatite,Titanite,TIMS,Direct,Grenville Province,ON,44.97036,-78.29239,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Plutonic,pegmatite,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
89-17,1125,2,2,U/Pb,Metamorphic,pegmatite,Titanite,TIMS,Direct,Grenville Province,ON,45.46358,-77.06421,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Plutonic,pegmatite,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
89-13,1141,1,1,U/Pb,Pb Loss,marble,Titanite,TIMS,Direct,Grenville Province,ON,45.30054,-77.43583,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Metamorphic,marble,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
89-13,1152,2,2,U/Pb,Metamorphic,marble,Titanite,TIMS,Minimum Direct,Grenville Province,ON,45.30054,-77.43583,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Metamorphic,marble,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-17,1215,2,2,U/Pb,Metamorphic,skarn,Titanite,TIMS,Direct,Grenville Province,ON,45.24286,-76.63061,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Metamorphic,skarn,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
89-03,1240,2,2,U/Pb,Metamorphic,calc-silicate schist,Titanite,TIMS,Direct,Grenville Province,ON,44.74297,-77.61438,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Metamorphic,calc-silicate schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-82a,1121,2,2,U/Pb,Metamorphic,calc-silicate schist,Titanite,TIMS,Direct,Grenville Province,ON,44.66118,-76.70251,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Frontenac terrane - unknown",Metamorphic,calc-silicate schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-82b,1145,2,2,U/Pb,Metamorphic,amphibolite,Titanite,TIMS,Direct,Grenville Province,ON,44.66118,-76.70251,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Frontenac terrane - unknown",Metamorphic,amphibolite,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-83,1152,3,3,U/Pb,Metamorphic,calc-silicate schist,Titanite,TIMS,Direct,Grenville Province,ON,44.78716,-76.70621,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Frontenac terrane - unknown",Metamorphic,calc-silicate schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-79,1155,6,6,U/Pb,Metamorphic,marble,Titanite,TIMS,Direct,Grenville Province,ON,44.48599,-76.67854,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Frontenac terrane - unknown",Metamorphic,marble,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-77,1159,2,2,U/Pb,Metamorphic,marble,Titanite,TIMS,Direct,Grenville Province,ON,44.48427,-76.47728,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Frontenac terrane - unknown",Metamorphic,marble,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
89-20,1169,2,2,U/Pb,Metamorphic,marble,Titanite,TIMS,Direct,Grenville Province,ON,44.85712,-76.15139,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Frontenac terrane - unknown",Metamorphic,marble,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
89-23,1171,1,1,U/Pb,Metamorphic,marble,Titanite,TIMS,Direct,Grenville Province,ON,44.4018,-76.21777,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Frontenac terrane - unknown",Metamorphic,marble,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
89-22,1172,1,1,U/Pb,Metamorphic,marble,Titanite,TIMS,Direct,Grenville Province,ON,44.54151,-76.2018,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Frontenac terrane - unknown",Metamorphic,marble,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-78b,1178,2,2,U/Pb,Metamorphic,marble,Titanite,TIMS,Direct,Grenville Province,ON,44.45017,-76.66495,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Frontenac terrane - unknown",Metamorphic,marble,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
2927,1024,2,2,U/Pb,Metamorphic,pegmatite,Titanite,TIMS,Direct,Grenville Province,ON,45.50006,-77.08306,Renfrew County. Sample not located on sketch map in report; coordinates very approximate.,unknown (Elzevir?) - unknown,Plutonic,pegmatite,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
