Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
C-93-15,1036,9,5,Pb/Pb,Metamorphic,garnet amphibolite,Zircon,TIMS,Estimate,Grenville Province,ON,45.21807,-76.69412,Mile Lake,Mazinaw terrane - unknown,Metamorphic,garnet amphibolite,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-12,1052,5,5,Pb/Pb,Detrital,calc-silicate,Titanite,TIMS,Estimate,Grenville Province,ON,45.0993,-76.85296,Mair Lake,Mazinaw terrane - unknown,Sedimentary,calc-silicate,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-10,1063,5,5,Pb/Pb,No Age,sheared pegmatite,Zircon,TIMS,Estimate,Grenville Province,ON,45.06714,-76.85433,Granite Lake,Mazinaw terrane - unknown,Plutonic,sheared pegmatite,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-8,1067,10,10,Pb/Pb,Metamorphic,gneissic granite,Titanite,TIMS,Direct,Grenville Province,ON,45.00295,-77.08834,Buckshot Lake,Mazinaw terrane - Abinger granite,Plutonic,gneissic granite,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-11,1079,2,2,Pb/Pb,Igneous Crystallization,"pegmatite dyke, undeformed, cuts tonalite gneiss and deformed pegmatite",Zircon,TIMS,Direct,Grenville Province,ON,45.06714,-76.85433,Granite Lake,Mazinaw terrane - unknown,Plutonic,"pegmatite dyke, undeformed, cuts tonalite gneiss and deformed pegmatite","Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-12,1094,9,9,Pb/Pb,Metamorphic,calc-silicate,Zircon,TIMS,Direct,Grenville Province,ON,45.0993,-76.85296,Mair Lake,Mazinaw terrane - unknown,Sedimentary,calc-silicate,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-7,1130,4.5,4.5,Pb/Pb,Metamorphic,"gneissic body, tonalite to granodiorite",Titanite,TIMS,Estimate,Grenville Province,ON,44.90581,-76.87823,Pine Lake,Mazinaw terrane - Cross Lake pluton,Plutonic,"gneissic body, tonalite to granodiorite","Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-12,1213,16,16,Pb/Pb,Detrital,calc-silicate,Zircon,TIMS,Minimum Direct,Grenville Province,ON,45.0993,-76.85296,Mair Lake,Mazinaw terrane - unknown,Sedimentary,calc-silicate,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-12,1237,3.7,3.7,Pb/Pb,Detrital,calc-silicate,Zircon,TIMS,Direct,Grenville Province,ON,45.0993,-76.85296,Mair Lake,Mazinaw terrane - unknown,Sedimentary,calc-silicate,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-8,1240,5,5,Pb/Pb,Igneous Crystallization,gneissic granite,Zircon,TIMS,Estimate,Grenville Province,ON,45.00295,-77.08834,Buckshot Lake,Mazinaw terrane - Abinger granite,Plutonic,gneissic granite,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-4,1240,10,10,Pb/Pb,Igneous Crystallization,foliated well-banded rhyolitic pyroclastic metavolcanic,Zircon,TIMS,Estimate,Grenville Province,ON,44.89028,-77.12566,Shabomeka Lake,Mazinaw terrane - Mazinaw Lake Formation,Volcanic,foliated well-banded rhyolitic pyroclastic metavolcanic,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-9,1242,4,4,Pb/Pb,Igneous Crystallization,granite,"Zircon, Rutile",TIMS,Direct,Grenville Province,ON,44.91704,-77.10352,Sand Lake,Mazinaw terrane - Norway Lake granite,Plutonic,granite,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-5,1246,3,3,Pb/Pb,Igneous Crystallization,foliated well-banded rhyolitic pyroclastic metavolcanic,Zircon,TIMS,Direct,Grenville Province,ON,44.87318,-77.16116,Semicircle Lake,Mazinaw terrane - Mazinaw Lake Formation,Volcanic,foliated well-banded rhyolitic pyroclastic metavolcanic,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-7 (CL Cross Lake),1250,10,5,Pb/Pb,Igneous Crystallization,"gneissic body, tonalite to granodiorite","Zircon, Titanite",TIMS,Estimate,Grenville Province,ON,44.90581,-76.87823,Pine Lake,Mazinaw terrane - Cross Lake pluton,Plutonic,"gneissic body, tonalite to granodiorite","Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-3 (HS Helena Stock trondjhemite),1267,5,5,Pb/Pb,Igneous Crystallization,"trondhjemite, cuts marbles in area",Zircon,TIMS,Direct,Grenville Province,ON,44.8314,-77.1046,Mitchell Bay,Mazinaw terrane - Helena stock,Plutonic,"trondhjemite, cuts marbles in area","Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-1 (KF1 Kashwakamak Fm),1276,2,2,Pb/Pb,Igneous Crystallization,"massive dacitic pyroclastic metavolcanic, probably and ash-flow tuff, contains biotite and abundant secondary randomly oriented hornblende porphyroblasts; outcrop contains rare melt segregations.",Zircon,TIMS,Direct,Grenville Province,ON,44.80958,-77.03593,Big Gull Lake,Mazinaw terrane - Kashwakamak Formation,Volcanic,"massive dacitic pyroclastic metavolcanic, probably and ash-flow tuff, contains biotite and abundant secondary randomly oriented hornblende porphyroblasts; outcrop contains rare melt segregations.","Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-2 (KF2 Kashhwakamak Fm),1276,2,2,Pb/Pb,Igneous Crystallization,"matrix-poor monolithic metavolcanic breccia, mostly likely a lava dome, contains biotite and abundant secondary randomly oriented hornblende porphyroblasts",Zircon,TIMS,Direct,Grenville Province,ON,44.8103,-77.10974,Kashwakamak Lake,Mazinaw terrane - Kashwakamak Formation,Volcanic,"matrix-poor monolithic metavolcanic breccia, mostly likely a lava dome, contains biotite and abundant secondary randomly oriented hornblende porphyroblasts","Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
C-93-14 (FM Flinton Mica Schist),1491,6.3,6.3,Pb/Pb,Detrital,mica schist,Zircon,TIMS,Estimate,Grenville Province,ON,45.13904,-76.66868,Clyde Forks area,"Mazinaw terrane - Bishop Corners Formation, Flinton Group",Metamorphic,mica schist,"Corfu, F. and Easton, R.M., 1995. U-Pb geochronology of the Mazinaw Terrane, an imbricate segment of the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 32, p. 959-96"
HL86-11A,819,6,6,Ar/Ar,Cooling,pegmatite,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,45.01673,-77.91643,Approx. 8 km SW of Bancroft. Location approximate.,"Central Metasedimentary Belt, Elzevir terrane - unknown",Plutonic,pegmatite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
MIN86-3A,848,6,6,Ar/Ar,Cooling,amphibolite,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,45.03339,-78.78312,50 km W of Bancroft. Location approximate.,"Central Metasedimentary Belt, Boundary Zone - unknown",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
HL86-3,850,20,20,Ar/Ar,Cooling,amphibolite,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,44.61256,-77.1664,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
HL86-2B,895,4,4,Ar/Ar,Cooling,gneiss,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
HL86-2B,897,4,4,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
HL86-5,903,6,6,Ar/Ar,Cooling,schist,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,44.54173,-77.3164,Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,schist,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
HL86-2C,917,4,4,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
HL86-1,925,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.69173,-76.99972,NE of Kingston. Location approximate,"Central Metasedimentary Belt, Frontenac terrane - Mazinaw",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
HL86-11B,930,6,6,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,45.01673,-77.91643,Approx. 8 km SW of Bancroft. Location approximate.,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
HL86-2C,943,6,6,Ar/Ar,Cooling,gneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
HL86-3,948,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.61256,-77.1664,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-97"
