Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
BD 2,929,3,3,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.84171,-80.69986,N shore of Georgian Bay approx. 75 km N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Britt pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 1,931,3,3,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.88337,-80.73319,N shore of Georgian Bay approx. 80 km N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Britt pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 6,943,5,5,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Biotite,Ar Furnace-Step,Estimate,Grenville Province,ON,45.41256,-80.40818,N shore of Georgian Bay just N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - unknown,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 5,955,5,5,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Biotite,Ar Furnace-Step,Estimate,Grenville Province,ON,45.51672,-80.45402,N shore of Georgian Bay north of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Shawanaga pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 5,971,5,5,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.51672,-80.45402,N shore of Georgian Bay north of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Shawanaga pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 3,974,7,7,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.76671,-80.61653,N shore of Georgian Bay approx. 65 km N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Britt pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 1,975,5,5,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.88337,-80.73319,N shore of Georgian Bay approx. 80 km N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Britt pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 6,976,5,5,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.41256,-80.40818,N shore of Georgian Bay just N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - unknown,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 4,981,5,5,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.64172,-80.57486,N shore of Georgian Bay approx. 60 km N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Britt pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 1,985,6,6,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Biotite,Ar Furnace-Step,Estimate,Grenville Province,ON,45.88337,-80.73319,N shore of Georgian Bay approx. 80 km N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Britt pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 2,1000,5,5,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Biotite,Ar Furnace-Step,Estimate,Grenville Province,ON,45.84171,-80.69986,N shore of Georgian Bay approx. 75 km N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Britt pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
BD 3,1004,6,6,Ar/Ar,Cooling,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite",Biotite,Ar Furnace-Step,Estimate,Grenville Province,ON,45.76671,-80.61653,N shore of Georgian Bay approx. 65 km N of Parry Sound. Coordinates approximated from regional-scale sketch map in report (by OGS compilers),Britt Domain - Britt pluton,Plutonic,"granitoid - samples not individually described; compositions for all reported in this paper range from quartz monzonite to granite","Culshaw, N., Reynolds, P.H. and Check, G., 1991. A 40Ar/39Ar study of post-tectonic cooling in the Britt domain of the Grenville Province, Ontario; Earth and Planetary Science Letters, v. 105, p. 405-41"
ND-88,937,5,5,Ar/Ar,Cooling,from quartzite-pelite-amphibolite assemblage,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,46.00421,-81.21655,"N shore of Mill Lake, at Philips Edwards Island in Georgian Bay. NCoordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - from quartzite-pelite-amphibolite assemblage,Metamorphic,from quartzite-pelite-amphibolite assemblage,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
CI-20,942,0,0,Ar/Ar,Cooling,granitoid orthogneiss,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,45.99726,-81.18738,"On N shore of Philips Edward Island, just E of Mill Lake, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,granitoid orthogneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
GF-8,960,7,7,Ar/Ar,Cooling,from quartzite-pelite-amphibolite assemblage,Biotite,Ar Furnace-Step,Direct,Grenville Province,ON,45.98337,-81.22905,"E shore of Mill Lake, on Philip Edward Island, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,from quartzite-pelite-amphibolite assemblage,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
TK83-40Z,978,13,13,U/Pb,Metamorphic,granitoid orthogneiss,"Zircon, Titanite",TIMS,Direct,Grenville Province,ON,46.00421,-81.16237,"Composite age, from various samples of orthogneiss along the S shore of Collins Inlet (Philip Edward Island). Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,granitoid orthogneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
GF-35,980,0,0,Ar/Ar,Cooling,granitoid gneiss,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,46.00282,-81.16237,"NE shore of Phillips Edward Island, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,granitoid gneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
GF-35,986,9,9,Ar/Ar,Cooling,granitoid gneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,46.00282,-81.16237,"NE shore of Phillips Edward Island, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,granitoid gneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
GF-34,1001,5,5,Ar/Ar,Cooling,granitoid orthogneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,46.00282,-81.16237,"N shore of inlet between Mill Lake and Beaverstone Bay, at Philips Edward Island, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,granitoid orthogneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
CI-19,1003,5,5,Ar/Ar,Cooling,Gneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,46.00282,-81.19571,"N shore of inlet between Mill Lake and Beaverstone Bay, at Philips Edward Island, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,Gneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
CI-14,1007,0,0,Ar/Ar,Cooling,granitoid gneiss,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,46.00421,-81.16237,"N shore of Beaverstone Bay, just N of NE tip of Philips Edward Island. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,granitoid gneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
GF-7,1037,10,10,Ar/Ar,Cooling,from quartzite-pelite-amphibolite assemblage,Biotite,Ar Furnace-Step,Estimate,Grenville Province,ON,45.98615,-81.23321,"Small island in Mill Lake, at Philip Edwards Island, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,from quartzite-pelite-amphibolite assemblage,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
GF-8,1120,5,5,Ar/Ar,Cooling,from quartzite-pelite-amphibolite assemblage,Hornblende,Ar Furnace-Step,Estimate,Grenville Province,ON,45.98337,-81.22905,"E shore of Mill Lake, on Philip Edward Island, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,from quartzite-pelite-amphibolite assemblage,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
CI-37,1214,10,10,Ar/Ar,Cooling,granitoid orthogneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.98754,-81.29988,"N shore of Collins Inlet, approx. 6 km E of Mill Lake, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,granitoid orthogneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
GF-35,1248,10,10,Ar/Ar,Cooling,granitoid gneiss,Biotite,Ar Furnace-Step,Uncertain,Grenville Province,ON,46.00282,-81.16237,"NE shore of Phillips Edward Island, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,granitoid gneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
TK83-40Z,1454,8,8,U/Pb,Protolith age,granitoid orthogneiss,"Zircon, Titanite",TIMS,Direct,Grenville Province,ON,46.00421,-81.16237,"Composite age, from various samples of orthogneiss along the S shore of Collins Inlet (Philip Edward Island). Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,granitoid orthogneiss,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-58"
Frederic Inlet,1001,4,4,U/Pb,Metamorphic,pseudoeclogite,Zircon,TIMS,Unverified,Grenville Province,ON,45.49172,-80.44152,Twin Doves Isl. Coordinates approximate.,Shawanga shear zone - Frederic Inlet pseudoecologite,Metamorphic,pseudoeclogite,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Rosseau,1016,32,46,U/Pb,Metamorphic,Mafic gneiss,Zircon,TIMS,Unverified,Grenville Province,ON,45.19172,-79.62482,Rosseau,Rosseau domain - Juddhaven pseudoecologite,Metamorphic,Mafic gneiss,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Emsdale,1048,30,30,U/Pb,Metamorphic,Mafic gneiss,Zircon,TIMS,Unverified,Grenville Province,ON,45.55005,-79.24982,None,Kiosk domain - Emsdale pseudoecologite,Metamorphic,Mafic gneiss,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Britt-Shawanaga,1088,3,3,U/Pb,Metamorphic,Mafic gneiss,Zircon,TIMS,Unverified,Grenville Province,ON,45.87505,-79.75816,None,Shawanga shear zone - Arnstein pseudoecologite,Metamorphic,Mafic gneiss,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Go Home p-eclogite,1089,2,2,U/Pb,Metamorphic,gneiss,Zircon,TIMS,Unverified,Grenville Province,ON,44.81255,-79.78316,None,Go Home domain - Go Home pseudoeclogite,Metamorphic,gneiss,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Frederic Inlet,1091,11,11,U/Pb,Metamorphic,pseudoeclogite,Zircon,TIMS,Unverified,Grenville Province,ON,45.49172,-80.44152,Twin Doves Isl. Coordinates approximate.,Shawanga shear zone - Frederic Inlet pseudoecologite,Metamorphic,pseudoeclogite,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Frederic Inlet,1095,0,0,U/Pb,Metamorphic,pseudoeclogite,Zircon,TIMS,Unverified,Grenville Province,ON,45.49172,-80.44152,Twin Doves Isl. Coordinates approximate.,Shawanga shear zone - Frederic Inlet pseudoecologite,Metamorphic,pseudoeclogite,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Frederic Inlet,1121,12,12,U/Pb,Protolith age,pseudoeclogite,Zircon,TIMS,Unverified,Grenville Province,ON,45.49172,-80.44152,Twin Doves Isl. Coordinates approximate.,Shawanga shear zone - Frederic Inlet pseudoecologite,Metamorphic,pseudoeclogite,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Emsdale,1396,15,13,U/Pb,Protolith age,Mafic gneiss,Zircon,TIMS,Unverified,Grenville Province,ON,45.55005,-79.24982,None,Kiosk domain - Emsdale pseudoecologite,Metamorphic,Mafic gneiss,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Rosseau,1441,86,72,U/Pb,Protolith age,Mafic gneiss,Zircon,TIMS,Unverified,Grenville Province,ON,45.19172,-79.62482,Rosseau,Rosseau domain - Juddhaven pseudoecologite,Metamorphic,Mafic gneiss,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
Go Home p-eclogite,1469,11,11,U/Pb,Protolith age,gneiss,Zircon,TIMS,Unverified,Grenville Province,ON,44.81255,-79.78316,None,Go Home domain - Go Home pseudoeclogite,Metamorphic,gneiss,"Ketchum, J.W.F. and Krogh, T.E., 1997. U-Pb constraints on high-pressure metamorphism in the Central Gneiss Belt, southwestern Grenville Orogen; Program with Abstracts - Geological Association of Canada; Mineralogical Association of Canada, Vol. 22, p. 78-7"
DS-1,956,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.46801,-80.39094,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanaga domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC89-123,958,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.52483,-80.4121,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Britt domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC89-127,966,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.50417,-80.42128,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanaga domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
DS-1,967,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.46801,-80.39094,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanaga domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
TK84-91,985,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Direct,Grenville Province,ON,45.57395,-80.34238,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Britt Domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC91-269,988,2,2,U/Pb,Igneous Crystallization,"pegmatite dyke, post-kinematic",Zircon,TIMS,Estimate,Grenville Province,ON,45.49447,-80.46233,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanga domain - Shawanga shear zone, cuts Point-au-Baril complex",Plutonic,"pegmatite dyke, post-kinematic","Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC89-118,1000,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.57214,-80.52055,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Britt domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC89-122,1000,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.53938,-80.44141,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Britt domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC89-118,1004,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.57214,-80.52055,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Britt domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC89-119,1005,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Direct,Grenville Province,ON,45.55855,-80.50016,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Britt domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
DS-4,1008,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.50688,-80.42253,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanaga domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
DS-3,1018,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Direct,Grenville Province,ON,45.46443,-80.39354,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanaga domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
