Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
A136,943.3,1.37,1.37,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.56,-74.8,"Small outcrop on Joe Indian Rd. at the crest of a small hill. Located at the N70°W, 60°N symbol on Leonard and Buddington’s map.",Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A137,1004.41,2.31,2.31,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.46,-74.82,"Rt. 56, about 3 mi. S of Stark. W side of hwy, roadcut of amphibolite migmatites.",Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A138,982.38,1.5,1.5,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.44,-74.82,"Small outcrop on E side of Hwy 56, about 1 mi. S of 137, about 4 mi. S of Stark.",Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A140,946.28,1.27,1.27,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.18,-75.26,"Hwy 3, just E of Pitcairn. Exposures on embankment N of the road, at crest of hill.",Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A142,959.96,1.44,1.44,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.17,-75.16,Small outcrop on the E side of Mud Lake Rd. at the junction of Mud Lake and Briggs Rd. (SE corner of intersection).,Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A145,947.27,1.12,1.12,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44,-75.43,"About 2 mi. E of Texas on Texas Rd., 6 mi. from Hwy 812.",Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
RWS-1,1000,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.37,-75.17,"North 44 deg., 22 min, West 75 deg., 10 min.",Adirondack Highlands,Metamorphic,"plag, scapolite, amph","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
RWS-3C,999,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.37,-75.17,"North 44 deg., 22 min, West 75 deg., 10 min.",Adirondack Highlands,Metamorphic,"plag, amph, scapolite, pyroxene, epidote, ilmenite","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
EA1,981,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.37,-75.17,"North 44 deg., 22 min, West 75 deg., 10 min.",Adirondack Highlands,Metamorphic,"plag, amph, scapolite, titanite, biotite","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
DH98-1,998,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.37,-75.17,"North 44 deg., 22 min, West 75 deg., 10 min.",Adirondack Highlands,Metamorphic,"hornblende, tremolite, plag","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
RWH-1,973,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.37,-75.17,"North 44 deg., 22 min, West 75 deg., 10 min.",Adirondack Highlands,Metamorphic,"plag, amph, scapolite, titanite","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
CR7-DH1,989,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.37,-75.17,Dana Hill outcrop: On N side of Dana Hill Rd.,Adirondack Highlands,Metamorphic,"biotite, amph, plah, scapolite","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
CR1-DH1,980,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.37,-75.17,Dana Hill outcrop: On N side of Dana Hill Rd.,Adirondack Highlands,Metamorphic,"plag, amph, ilmenite","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
CR3-87,941,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.38,-75.18,"1.8 km N of intersection between Dana Hill Rd. and Rt. 87, on Rt. 87.",Adirondack Highlands,Metamorphic,"ilmenite, plag, magnetite, amph, scapolite","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
CR-2A2,948,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.38,-75.18,Directly across Rt. 87 from CR3-87.,Adirondack Highlands,Metamorphic,"biotite, ilmenite, plag, amph, scapolite","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
DH2-8,1012,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.38,-75.18,Directly across Rt. 87 from CR3-87.,Adirondack Highlands,Metamorphic,"amph, plag","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
CR-6A4,1005,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.38,-75.18,Directly across Rt. 87 from CR3-87.,Adirondack Highlands,Metamorphic,"plag, amph, chlorite","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
CR-12A4,998,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.38,-75.18,Directly across Rt. 87 from CR3-87.,Adirondack Highlands,Metamorphic,"plag, amph, clinopyrox, titanite","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
CR-9A4,944,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.38,-75.18,Directly across Rt. 87 from CR3-87.,Adirondack Highlands,Metamorphic,"pyroxene, amph, ilmenite, biotite, plag","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
H87-5b,1019,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,,44.38,-75.18,Directly across Rt. 87 from CR3-87.,Adirondack Highlands,Metamorphic,"breccia - chlorite, tremolite, relict plag, amph","Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
